ID,Father,Died_AD,Era,Source_Work,Source_Ref,Quote_Text,Topic,Subtopics,Position,Book,Section,Notes
FC183,Cassianus (John Cassian),c.360-435,Latin Patristic,Collationes,"Collat. 21, ch. 30","In the primitive church, their fast was alike throughout the whole year, and then devotion beginning to grow cold, and fasting to be neglected, the priests commanded this fast of Lent.",Fasting,Fasting,Reformed,Forged Catholicism,Fastings,"Lent is ecclesiastical, not apostolic institution."
FC184,Irenaeus,c.130-202,Greek Patristic,Apud Eusebium,"bk. 5, ch. 26","[Lent is but merely] a custom risen out of simplicity, and some private institution.",Fasting,Fasting,Reformed,Forged Catholicism,Fastings,"Lent as private custom, not universal apostolic tradition."
FC185,Prosper of Aquitaine,c.390-455,Latin Patristic,De Vita Contemplativa,"bk. 2, ch. ult.","We ought to fast and abstain, that we do not bind ourselves to the necessity of fasting, lest thereby we should be brought to do a voluntary thing, not of devotion, but of compulsion.",Fasting,Fasting,Reformed,Forged Catholicism,Fastings,"Fasting must remain voluntary, not compelled."
FC186,Tertullian,c.220,Latin Patristic,Scorpiace contra Gnosticos,,"Our faith is our defense, and if it be not stricken with distrust when we sign on this fashion, that is, by making this sign, we often do good unto the heathen, God giving us that power.",Sign of the Cross,Power in Faith not Sign,Reformed,Forged Catholicism,Sign of the Cross,"Power is from faith and invocation of Christ, not the sign itself."
FC187,Lactantius,c.250-325,Latin Patristic,De Vera Religione,"bk. 4, ch. 23","He may soon know how much this sign terrifies the devils, that sees how when they are adjured by Christ, they were forced to flee from the bodies they had possessed.",Sign of the Cross,Power Through Christ's Name,Reformed,Forged Catholicism,Sign of the Cross,"Power from Christ's name, sign is instrumental."
FC188,Augustine,354-430,Latin Patristic,De Sanctis,Serm. 19,"This directs our course, together with the faithful calling upon Christ's name, namely, the famous memory of the victorious cross.",Sign of the Cross,Power Through Christ's Name,Reformed,Forged Catholicism,Sign of the Cross,Cross efficacious together with calling on Christ's name.
FC189,Cyril of Jerusalem,c.313-386,Greek Patristic,Catecheses,Catech. 13,"Stand stoutly upon this sign, for when the devils see the cross, they remember the crucified.",Sign of the Cross,Cross Efficacious,Nuanced,Forged Catholicism,Sign of the Cross,"Perkins: efficacy comes from remembrance of Christ, not sign ex opere operato."
FC190,Ambrose,c.339-397,Latin Patristic,De Incarnatione Domini,ch. 7,"Therefore did Luke notify his age, because you should know that he spoke of His manhood. For it is the body, not the deity, that is the object of age. Wherefore, if He increased in the years of man, He also increased in the wisdom of man.",Christology,Christ's Human Development,Reformed,Forged Catholicism,Truth of Humanity,Christ grew in human wisdom — against omniscience from conception.
FC191,Tertullian,c.220,Latin Patristic,De Oratione,,The Lord's Prayer is the breviary of the gospel.,Prayer,The Lord's Prayer,Reformed,Forged Catholicism,Canonical Hours,Lord's Prayer as summary of gospel.
FC192,Caelestinus I,c.422-432,Latin Patristic,Papal Decree,,"The law of praying is the law of believing, and the law of working.",Prayer,The Lord's Prayer,Reformed,Forged Catholicism,Holy Scripture,Prayer to God alone establishes faith in God alone.
FC193,Augustine,354-430,Latin Patristic,De Civitate Dei,"bk. 21, ch. 13","[The Platonists] will have no sin unpunished, yet all those punishments, they will have to tend unto reformation, whether they be inflicted by law divine, or human; in this life, or after death.",Purgatory & Afterlife,Pagan Antecedents,Reformed,Forged Catholicism,Purgatory,Purgatory has pagan philosophical antecedents — Augustine citing Platonists.
FC194,Augustine,354-430,Latin Patristic,De Civitate Dei,"bk. 20, ch. 25","Out of this which is already spoken, we do plainly see that there are some that in that judgment shall be punished with certain purging fires.",Purgatory & Afterlife,Purgatory,Roman Catholic,Forged Catholicism,Purgatory,Augustine allows for purging fires at final judgment.
FC195,Jerome,c.347-420,Latin Patristic,In Epistolam ad Ephesios,ch. 1,"Being offered for our sins, [Christ] took the name of sin that we might be made the righteousness of God in him, NOT OURS NOR IN US.",Justification,Imputed Righteousness|Sola Fide,Reformed,Forged Catholicism,Justification,Jerome: righteousness of God in Christ is not ours inherently but imputed.
RC001,Augustine,354-430,Latin Patristic,De Correctione et Gratia,ch. 12,"The will of the regenerate is kindled only by the Holy Ghost: that they may therefore be able because they will thus: and they will thus, because God works in them to will.",Free Will & Grace,Bondage of the Will,Reformed,A Reformed Catholic,Free Will,Regenerate will enabled by Holy Spirit alone.
RC002,Augustine,354-430,Latin Patristic,Epistolae,Ep. 105,We have lost our free will to love God by the greatness of our sin.,Free Will & Grace,Bondage of the Will,Reformed,A Reformed Catholic,Free Will,Free will lost through sin.
RC003,Fulgentius,c.462-527,Latin Patristic,Liber ad Monimum,lib. Brad.,"Man when he was created, received a great strength in his free will: but by sinning he lost it.",Free Will & Grace,Bondage of the Will,Reformed,A Reformed Catholic,Free Will,Free will lost through the fall.
RC004,Fulgentius,c.462-527,Latin Patristic,Sermones,Serm. 2,"God gives grace freely to the unworthy, whereby the wicked man being justified is enlightened, with the gift of good will, and with a faculty of doing good: that by mercy preventing him, he may begin to will well, and by mercy coming after he may do the good he will.",Free Will & Grace,Prevenient Grace|Sola Gratia|Bondage of the Will,Reformed,A Reformed Catholic,Free Will,Grace prevents and enables good will.
RC005,Bernard of Clairvaux,c.1090-1153,Medieval,Various,"Council of Orange 2, ch. 6","It is wholly the grace of God that we are created, healed, saved. To believe and to will is given from above by infusion, and inspiration of the Holy Ghost.",Free Will & Grace,Sola Gratia|Bondage of the Will,Reformed,A Reformed Catholic,Free Will,Bernard: all from grace including faith and will.
RC006,Augustine,354-430,Latin Patristic,Contra Iulianum,"bk. 5, ch. 3","Concupiscence against which the spirit lusteth is sin, because in it there is disobedience against the rule of the mind: and it is the punishment of sin because it befalls man for the merits of his disobedience: and it is the cause of sin.",Free Will & Grace,Original Sin Remains After Baptism|Bondage of the Will,Reformed,A Reformed Catholic,Original Sin,"Concupiscence is sin, punishment, and cause of sin."
RC007,Augustine,354-430,Latin Patristic,Epistolae,Ep. 29,"Charity in some is more, in some less, in some none: the highest degree of all which cannot be increased, is in none, as long as man lives upon earth. And as long as it may be increased, that which is less then it should be, is in fault.",Free Will & Grace,Original Sin Remains After Baptism|Bondage of the Will,Reformed,A Reformed Catholic,Original Sin,Concupiscence as moral defect.
RC008,Augustine,354-430,Latin Patristic,Contra Iulianum,"bk. 6, ch. 6","We say that the guilt of concupiscence, not whereby it is guilty (for that is not a person) but that whereby it made man guilty from the beginning, is pardoned, and that the thing itself is evil so as the regenerate desire to be healed of this plague.",Free Will & Grace,Original Sin Remains After Baptism|Bondage of the Will,Reformed,A Reformed Catholic,Original Sin,Concupiscence remains as evil after baptism.
RC009,Augustine,354-430,Latin Patristic,Contra Iulianum,lib. 2,The law of sin in baptism is remitted and not ended.,Free Will & Grace,Original Sin Remains After Baptism|Bondage of the Will,Reformed,A Reformed Catholic,Original Sin,Sin's law remitted but not ended at baptism.
RC010,Augustine,354-430,Latin Patristic,In Ioannem,Tract. 42,"Let not sin reign: he saith not, let not sin be, but let it not reign. For as long as thou livest, of necessity sin will be in thy members: at the least, let it reign not in thee.",Free Will & Grace,Original Sin Remains After Baptism|Bondage of the Will,Reformed,A Reformed Catholic,Original Sin,Sin remains after baptism but must not reign.
RC011,Bernard of Clairvaux,c.1090-1153,Medieval,Epistolae,Ep. 190,"The justice of another is assigned unto man: who wanted his own, man was indebted and man made payment. The satisfaction of one is imputed to all. And, why may not justice be from another as well as guiltiness is from another.",Justification,Imputed Righteousness|Sola Fide,Reformed,A Reformed Catholic,Justification,Bernard: alien righteousness imputed to us.
RC012,Bernard of Clairvaux,c.1090-1153,Medieval,In Canticum,Serm. 25,"It suffices me, for all righteousness to have him alone merciful to me, against whom I have sinned. And, not to sin is God's justice, man's justice is the mercifulness of God.",Justification,Imputed Righteousness|Sola Fide,Reformed,A Reformed Catholic,Justification,Man's justice = God's mercy.
RC013,Bernard of Clairvaux,c.1090-1153,Medieval,In Canticum,Serm. 61,"Shall I sing mine own righteousness, Lord I will remember thy righteousness alone: for it is mine also: in that even thou art made unto me righteousness of God. What, shall I fear lest that one be not sufficient for us both? it is not a short cloak that cannot cover two.",Justification,Imputed Righteousness|Sola Fide,Reformed,A Reformed Catholic,Justification,Christ's righteousness is ours — covers both.
RC014,Augustine,354-430,Latin Patristic,In Psalmum 22,,"He prays for our faults, and has made our faults his faults, that he might make his justice our justice.",Justification,Imputed Righteousness|Sola Fide,Reformed,A Reformed Catholic,Justification,Exchange of sin and righteousness.
RC016,Chrysostom,c.347-407,Greek Patristic,In 2 Corinthians 5:21,,"It is called God's righteousness, because it is not of works, and because it must be without all stain or want: and that cannot be inherent righteousness.",Justification,Imputed Righteousness|Sola Fide,Reformed,A Reformed Catholic,Justification,God's righteousness cannot be inherent.
RC017,Anselm,c.1033-1109,Medieval,On 2 Corinthians 5:21,,"He is made sin as we are made justice: not ours but God's, not in us but in him: as he is made sin not his own but ours: not in himself, but in us.",Justification,Imputed Righteousness|Sola Fide,Reformed,A Reformed Catholic,Justification,Anselm: imputed exchange of sin and righteousness.
RC018,Irenaeus,c.130-202,Greek Patristic,Adversus Haereses,"bk. 5, ch. 17","[Adam's first sin was the eating of the forbidden fruit which very act is no personal offence, but is imputed to all his posterity.]",Justification,Imputed Righteousness|Sola Fide,Reformed,A Reformed Catholic,Justification,Adam's sin imputed — parallel: Christ's righteousness imputed.
RC019,Chrysostom,c.347-407,Greek Patristic,Homilia ad Neophytos,,"[Adam's sin is called his handwriting, making us debtors unto God — by imputation.]",Justification,Imputed Righteousness|Sola Fide,Reformed,A Reformed Catholic,Justification,Imputation of Adam's sin as model for imputation of Christ's righteousness.
RC020,Bernard of Clairvaux,c.1090-1153,Medieval,Various,,"[Good works are] the way to the kingdom, not the cause of reigning there.",Justification,Sola Fide,Reformed,A Reformed Catholic,Justification,"Works are means, not causes of salvation."
RC021,Bellarmine,1542-1621,Post-Tridentine,De Iustificatione,"bk. 2, ch. 7","The satisfaction made by Christ in his death, and the merit of his death is imputed to every sinner that does believe, for his satisfaction before God.",Justification,Imputed Righteousness|Sola Fide,Reformed,A Reformed Catholic,Justification,Bellarmine's concession — imputed satisfaction.
RC022,Tertullian,c.220,Latin Patristic,De Resurrectione Carnis,,"Take from heretics the opinions which they maintain with the heathen, that they may defend their questions by Scripture alone, and they cannot stand. Again, We need no curiosity after Christ Jesus, nor inquisition after the Gospel. When we believe it, we desire to believe nothing beside: for this we first believe that there is nothing more which we may believe.",Scripture & Canon,Sola Scriptura,Reformed,A Reformed Catholic,Traditions,Tertullian: Scripture alone suffices.
RC023,Jerome,c.347-420,Latin Patristic,In Matthaeum,ch. 23,"[Writing of an opinion lacking Scripture authority:] This, because it hath not authority from Scriptures, may as easily be contemned as approved.",Scripture & Canon,Sola Scriptura,Reformed,A Reformed Catholic,Traditions,"Jerome: lacking Scripture warrant, any opinion may be contemned."
RC024,Augustine,354-430,Latin Patristic,De Doctrina Christiana,"bk. 2, ch. 9","In those things which are plainly set down in Scripture, are found all those points which contain faith and manners of living well.",Scripture & Canon,Sola Scriptura,Reformed,A Reformed Catholic,Traditions,Scripture's plain texts contain all faith and morals.
RC025,Vincent of Lerins,c.380-445,Latin Patristic,Commonitorium,,"The Canon of the Scripture is perfect, and fully sufficient to it self for all things.",Scripture & Canon,Sola Scriptura,Reformed,A Reformed Catholic,Traditions,Vincentian canon of Scripture.
RC026,Tertullian,c.220,Latin Patristic,De Idololatria,bk. 3,Every form or representation is to be termed an idol.,Images,Against Image Worship,Reformed,A Reformed Catholic,Images,Image = idol in religious use.
RC027,Isidore of Seville,c.560-636,Medieval,Etymologiae,bk. 8,The heathen used the names of image and idol indifferently in one and the same signification.,Images,Against Image Worship,Reformed,A Reformed Catholic,Images,Image and idol are synonymous in heathen usage.
RC028,Jerome,c.347-420,Latin Patristic,In Isaiam,ch. 37,Idols are images of dead men.,Images,Against Image Worship,Reformed,A Reformed Catholic,Images,Idols = images of dead men.
RC029,Lactantius,c.250-325,Latin Patristic,Divinae Institutiones,"bk. 2, ch. 19","Where images are for religions sake, there is no religion.",Images,Against Image Worship,Reformed,A Reformed Catholic,Images,Images for religion = no religion.
RC030,Origen,c.185-253,Greek Patristic,Contra Celsum,bk. 7,"We suffer not any to worship Jesus at altars, images, and temples: because it is written, Thou shalt have none other gods.",Images,Against Image Worship,Reformed,A Reformed Catholic,Images,Origen forbids worship via images.
RC031,Epiphanius,c.315-403,Greek Patristic,Epistola ad Ioannem Hierosolymitanum,,"It is against the authority of the Scriptures to see the image of Christ, or of any Saints hanging in the Church. Be mindful beloved children not to bring images into the Church, nor set them in the places where the Saints are buried, but always carry God in your hearts; neither let them be suffered in any common house.",Images,Against Image Worship,Reformed,A Reformed Catholic,Images,Epiphanius bans all images from churches.
RC032,Augustine,354-430,Latin Patristic,De Moribus Ecclesiae,ch. 35,[Augustine] in plain terms denies images to be adored.,Images,Against Image Worship,Reformed,A Reformed Catholic,Images,Augustine denies adoration of images.
RC033,Gregory the Great,c.540-604,Latin Patristic,Epistolae,"bk. 9, Ep. 9",[Gregory] in plain terms denies images to be adored.,Images,Against Image Worship,Reformed,A Reformed Catholic,Images,Gregory denies adoration of images.
RC034,Justin Martyr,c.100-165,Greek Patristic,Dialogus cum Tryphone,,"That supplications and thanksgivings are the only perfect sacrifices pleasing God, and that Christians have learned to offer them alone.",Lord's Supper,Sacraments|Spiritual Language,Reformed,A Reformed Catholic,Sacrifice of the Mass,"True sacrifice = prayer and thanksgiving, not bodily sacrifice."
RC035,Tertullian,c.220,Latin Patristic,Ad Scapulam,,We sacrifice for the health of the Emperor as God hath commanded with pure prayer.,Lord's Supper,Sacraments|Spiritual Language,Reformed,A Reformed Catholic,Sacrifice of the Mass,"True sacrifice = pure prayer, not re-offering of Christ."
RC036,Irenaeus,c.130-202,Greek Patristic,Adversus Haereses,"bk. 4, ch. 3","This clean offering to be offered in every place, is the prayers of the Saints.",Lord's Supper,Sacraments|Spiritual Language,Reformed,A Reformed Catholic,Sacrifice of the Mass,"Clean offering = prayers of saints, not mass."
RC037,Abbot Paschasius,c.790-865,Medieval,Liber de Corpore et Sanguine Christi,"ch. 6, 10, 12, 13","Because we sin daily Christ is sacrificed for us mystically, and his Passion is given in mystery. The blood is drunk in mystery spiritually: and it is all spiritual which we eat. The priest distributes to every one not as much as the outward sight giveth, but as much as faith receiveth.",Lord's Supper,Sacraments|Spiritual Language,Reformed,A Reformed Catholic,Sacrifice of the Mass,Paschasius: mystical and spiritual eating only.
RC038,Basil of Caesarea,c.330-379,Greek Patristic,Various,,"If there be any grace in the water, it is not from the nature of the water, but from the presence of the Spirit.",Sacraments,Efficacy of Sacraments,Reformed,A Reformed Catholic,Efficacy of Sacraments,"Grace in baptism is from the Spirit, not the element."
RC039,Jerome,c.347-420,Latin Patristic,Various,,"Man gives water, but God gives the Holy Ghost.",Sacraments,Efficacy of Sacraments,Reformed,A Reformed Catholic,Efficacy of Sacraments,"God gives grace, not the sacramental act."
RC040,Augustine,354-430,Latin Patristic,Various,,"Water touches the body and washes the heart. There is one water of the sacrament; another of the Spirit. The water of the sacrament is visible, the water of the Spirit invisible. That washes the body and signifies what is done in the soul; by this the soul is purged and healed.",Sacraments,Efficacy of Sacraments,Reformed,A Reformed Catholic,Efficacy of Sacraments,Distinction between outward and inward water.
RC041,Augustine,354-430,Latin Patristic,Various,,Believers are partakers of the body and blood of Christ in baptism.,Sacraments,Sacraments|Spiritual Language,Reformed,A Reformed Catholic,Efficacy of Sacraments,Spiritual reception of Christ in baptism.
RC042,Jerome,c.347-420,Latin Patristic,In Ecclesiasten,,"It is profitable to be filled with the body of Christ, and drink His blood, not only in mystery, but in knowledge of Holy Scripture.",Sacraments,Sacraments|Spiritual Language,Reformed,A Reformed Catholic,Efficacy of Sacraments,Scripture also feeds on Christ's body and blood.
RC043,Jerome,c.347-420,Latin Patristic,In Epistolam ad Edibia,,In baptism we eat and drink the body and blood of Christ.,Sacraments,Sacraments|Spiritual Language,Reformed,A Reformed Catholic,Efficacy of Sacraments,Spiritual eating in baptism.
RC044,Augustine,354-430,Latin Patristic,Various,,"All Christian men commend each other in their prayers to God. And who prays for all, and for whom none prays, he is that one and true mediator.",Invocation of Saints,Christ the Sole Mediator,Reformed,A Reformed Catholic,Intercession of Saints,Christ alone is universal mediator.
RC045,Augustine,354-430,Latin Patristic,Various,,"This saith thy Saviour, thou hast no where to go but to me, thou hast no way to go but by me.",Invocation of Saints,Christ the Sole Mediator,Reformed,A Reformed Catholic,Intercession of Saints,Christ is the only way to God.
RC046,Chrysostom,c.347-407,Greek Patristic,Various,,"Thou hast no need of patrons to God, or much discourse that thou shouldest sooth others: but though thou be alone and want a patron, and by thyself pray unto God, thou shalt obtain thy desire.",Invocation of Saints,Saint & Idol Worship,Reformed,A Reformed Catholic,Intercession of Saints,No patrons needed; pray directly to God.
RC047,Chrysostom,c.347-407,Greek Patristic,In 1 Ioannem,,Thy prayers have no effect unless they be such as the Lord commends unto thy Father.,Invocation of Saints,Saint & Idol Worship,Reformed,A Reformed Catholic,Intercession of Saints,Only Christ-commended prayers reach the Father.
RC048,Augustine,354-430,Latin Patristic,In 1 Ioannem,,"He being such a man said not, ye have an Advocate, but if any sin we have: he said not ye have, neither said he, ye have me.",Invocation of Saints,Christ the Sole Mediator,Reformed,A Reformed Catholic,Intercession of Saints,Christ is the advocate; saints are not.
RC049,Augustine,354-430,Latin Patristic,Various,,Neither Christ nor His apostles appointed any times of fasting.,Fasting,Fasting,Reformed,A Reformed Catholic,Fasting,No apostolic command for set fasting times.
RC050,Tertullian,c.220,Latin Patristic,Various,,"[The early church] fasted of their own accord freely, without law or commandment, as occasions and time served.",Fasting,Fasting,Reformed,A Reformed Catholic,Fasting,"Early fasting was free, not legally prescribed."
RC051,Eusebius of Caesarea,c.260-340,Greek Patristic,Historia Ecclesiastica,,Montanus was the first that made laws of fasting.,Fasting,Fasting,Reformed,A Reformed Catholic,Fasting,Compulsory fasting originates with the heretic Montanus.
RC052,Melanchthon,1497-1560,Reformation,Various,,"We must acknowledge the great mercy of God, who puts a difference between sins of ignorance, and such as are done wittingly; and forgives manifold ignorances to them, that know but the foundation and be teachable.",Scripture & Canon,Implicit Faith,Reformed,A Reformed Catholic,Implicit Faith,Melanchthon on implicit faith and God's mercy on ignorance.
RC053,Origen,c.185-253,Greek Patristic,Contra Celsum,bk. 8,"We have no images framed by any base workmen, but such as are brought forth and framed by the word of God, namely patterns of virtue, and frames resembling Christians.",Images,Against Image Worship,Reformed,A Reformed Catholic,Images,"True images are patterns of virtue in Christians, not material."
RC054,Cyprian,c.200-258,Latin Patristic,Epistolae,,"He believes not in God, who putteth not affiance concerning his salvation in God alone.",Invocation of Saints,Saint & Idol Worship|Sola Deo Gloria,Reformed,A Reformed Catholic,Worshipping Saints,True faith = confidence in God alone for salvation.
RC057,Irenaeus,c.130-202,Greek Patristic,Adversus Haereses,"bk. 5, ch. last","[Irenaeus] said that Antichrist should be Lateinus, a Roman.",Papacy & Church Governance,Antichrist,Reformed,A Reformed Catholic,Separation from Rome,Irenaeus identified Antichrist with Rome.
RC058,Lombard (Peter Lombard),c.1096-1160,Medieval,Sententiarum,,"I think that he as it were passing by the fire shall be saved by the merits and intercessions of the heavenly Church; which does always make intercession for the faithful by request and merit, till Christ shall be complete in his members.",Invocation of Saints,Merits of Saints,Roman Catholic,A Reformed Catholic,Intercession of Saints,Lombard on saints' merits — cited and refuted.
FC254,Clement of Rome,c.101,Apostolic Father,Letter to the Corinthians,par. 32,"Similarly we also, who by His will have been called in Christ Jesus, are not justified by ourselves, or our own wisdom or understanding or godliness, nor by such deeds as we have done in holiness of heart, but by that faith through which Almighty God has justified all men since the beginning of time.",Justification,Sola Fide,Reformed,,,Oldest extrabiblical witness to justification by faith; Clement knew the apostles personally.
FC255,Irenaeus,c.202,Greek Patristic,Against the Heresies,IV.2.7,"Human beings can be saved from the ancient wound of the serpent in no other way than by believing in him who, when he was raised up from the earth on the tree of martyrdom in the likeness of sinful flesh, drew all things to himself and gave life to the dead.",Justification,Sola Fide,Reformed,,,Salvation only through faith in Christ crucified — no other way of deliverance from sin.
FC256,Epiphanius,c.403,Greek Patristic,Against Heresies,"3.1,2; PG 42.477","While I was sick in the flesh, the Savior was sent to me in the likeness of sinful flesh, fulfilling such a dispensation, to redeem me from slavery, from corruption, and from death. And He became to me righteousness, and sanctification, and salvation. Righteousness, by setting me free from sin through faith in Him. Sanctification, in having set me free through water and the Spirit and His word. And salvation, His blood being the ransom of the true Lamb, having given Himself on my behalf.",Justification,Sola Fide,Reformed,,,"Righteousness through faith in Christ, not human works — early patristic sola fide."
FC257,Athanasius,c.373,Greek Patristic,De Synodis,par. 6,Vainly then do they run about with the pretext that they have demanded Councils for the faith's sake; for divine Scripture is sufficient above all things.,Scripture & Canon,Sola Scriptura,Reformed,,,Divine Scripture sufficient above councils — patristic appeal to Scripture over conciliar authority.
FC258,Cyril of Jerusalem,c.386,Greek Patristic,Catechetical Lectures,"IV:17; NPNF vol. VII, p. 23","For concerning the divine and holy mysteries of the Faith, not even a casual statement must be delivered without the Holy Scriptures; nor must we be drawn aside by mere plausibility and artifices of speech. Even to me, who tell you these things, give not absolute credence, unless you receive the proof of the things which I announce from the Divine Scriptures. For this salvation which we believe depends not on ingenious reasoning, but on demonstration of the Holy Scriptures.",Scripture & Canon,Sola Scriptura,Reformed,,,Cyril juxtaposes speech and reason against Holy Scripture — the Word is used to test teaching
FC259,Basil the Great,c.379,Greek Patristic,The Morals,p. 204; TFOTC vol. 9,"What is the mark of a faithful soul? To be in these dispositions of full acceptance on the authority of the words of Scripture, not venturing to reject anything nor making additions. For, if 'all that is not of faith is sin' as the Apostle says, and 'faith cometh by hearing and hearing by the Word of God,' everything outside Holy Scripture, not being of faith, is sin.",Scripture & Canon,Sola Scriptura,Reformed,,,"Everything outside Holy Scripture, not being of faith, is sin — you don't get more Sola Scriptura than that."
FC260,Gregory of Nyssa,c.394,Greek Patristic,On the Holy Trinity,"NPNF, p. 327","Let the inspired Scriptures then be our umpire, and the vote of truth will be given to those whose dogmas are found to agree with the Divine words.",Scripture & Canon,Sola Scriptura,Reformed,,,Scriptures are used to test dogma — placing the Word over dogma
FC261,John Chrysostom,c.407,Greek Patristic,Homily 8 On Repentance and the Church,p. 118; TFOTC vol. 96,"Regarding the things I say, I should supply even the proofs, so I will not seem to rely on my own opinions, but rather, prove them with Scripture, so that the matter will remain certain and steadfast.",Scripture & Canon,Sola Scriptura,Reformed,,,Teachers must prove teaching from Scripture — not private opinion or mere plausibility.
FC262,John Chrysostom,c.407,Greek Patristic,Homily 33 in Acts of the Apostles,"NPNF1, 11:210n; PG 60.243-44","There comes a heathen and says, ""I wish to become a Christian, but I know not whom to join: there is much fighting and faction among you, much confusion: which doctrine am I to choose?"" How shall we answer him? ""Each of you"" (says he) ""asserts, 'I speak the truth.'"" No doubt: this is in our favor. For if we told you to be persuaded by arguments, you might well be perplexed: but if we bid you believe the Scriptures, and these are simple and true, the decision is easy for you. If any agree with the Scriptures, he is the Christian; if any fight against them, he is far from this rule.",Scripture & Canon,Sola Scriptura,Reformed,,,Scripture is the test for believers and unbelievers alike — teachers who do not follow Scripture should not be regarded as Christian.
FC263,Gregory of Nyssa,c.394,Greek Patristic,On the Soul and the Resurrection,NPNF II V:439,"We are not entitled to such license, I mean that of affirming what we please; we make the Holy Scriptures the rule and the measure of every tenet; we necessarily fix our eyes upon that, and approve that alone which may be made to harmonize with the intention of those writings.",Scripture & Canon,Sola Scriptura,Reformed,,,Holy Scripture is the rule and measure of every tenet — no license to affirm what we please apart from it.
FC264,John of Damascus,c.749,Greek Patristic,On the Orthodox Faith,"Book I, Ch. 2","It is impossible either to say or fully to understand anything about God beyond what has been divinely proclaimed to us, whether told or revealed, by the sacred declarations of the Old and New Testaments.",Scripture & Canon,Sola Scriptura,Reformed,,,Knowledge of God bounded by OT/NT revelation — doctrinal limit at Scripture.
FC265,Peter Chrysologus,c.450,Latin Patristic,Sermon 89,par. 5,"To be righteous does not derive from human achievement, but from a divine gift.",Justification,Sola Gratia|Sola Fide,Reformed,,,"Righteousness before God is divine gift, not human achievement."
FC266,John Chrysostom,c.407,Greek Patristic,Homily 18 on Romans,10-11,"Grace is before you... you will not be saved by the Law, and will mar this gift also.",Justification,Sola Gratia|Sola Fide,Reformed,,,Grace offered without works demanded; insisting on Law-salvation nullifies God's gift.
FC267,John Chrysostom,c.407,Greek Patristic,Homily X on Romans 5:17,,"He does not say, the wages of your good deeds, but the gift of God... by grace all these things came about.",Justification,Sola Gratia|Sola Fide,Reformed,,,"Not wages of deeds or return for labor, but gift of God by grace alone."
FC268,John Chrysostom,c.407,Greek Patristic,Homily 8 On Repentance and the Church,,"Your wickedness is measurable, but the medicine is immeasurable... God’s philanthropy is unlimited.",Justification,Sola Gratia|Sola Fide,Reformed,,,Human wickedness finite; God's philanthropy immeasurable — mercy exceeds our sin.
FC269,John of Damascus,c.749,Greek Patristic,On the Orthodox Faith,"Book 4, Ch. 4",What should we resourceless people give Thee in return for all things?... Thou askest nothing of us but that we be saved. Even this Thou hast given us.,Justification,Sola Gratia|Sola Fide,Reformed,,,God asks only that we be saved — even that saving grace is his gift.
FC270,Augustine,430,Latin Patristic,City of God,X.22,"Purification from sins is not effected by our merit, but by the compassion of God... even that poor little virtue which we call ours has itself been granted to us by his bounty.",Justification,Sola Gratia|Sola Fide,Reformed,,,"Purification by God's compassion, not merit; even our virtue is his bounty."
FC271,Gregory of Nazianzus,c.390,Greek Patristic,On Moderation,PG 36.204,"Confess Jesus Christ, and believe that He is risen from the dead, and you will be saved. For indeed righteousness is only to be believed; but a complete salvation must also be confessed and knowledge must be added to confidence.",Justification,Sola Fide|Sola Gratia,Reformed,,,Righteousness is to be believed; salvation requires confession and knowledge added to faith.
FC272,Basil the Great,c.379,Greek Patristic,Homily on Humility,"PG 31.532; TFoTC vol. 9, p. 479","Indeed, this is the perfect and complete glorification of God, when one does not exult in his own righteousness, but recognizing oneself as lacking true righteousness to be justified by faith alone in Christ.",Justification,Sola Fide,Reformed,,,Basil: justified by faith alone in Christ — not by one's own righteousness.
FC273,Basil the Great,c.379,Greek Patristic,Concerning Baptism,"TFoTC vol. 9, p. 344","But we all escape the condemnation for our sins referred to above, if we believe in the grace of God through His Only-begotten Son, our Lord Jesus Christ, who said: 'This is my blood of the new testament, which shall be shed for many unto the remission of sins.'",Justification,Sola Fide|Sola Gratia,Reformed,,,Escape from condemnation through faith in Christ's blood for remission of sins.
FC274,Ambrose,c.397,Latin Patristic,Letter 76 to Irenaeus,,"To this end has His Grace and Goodness been formed upon us in Christ Jesus, that being dead according to works, redeemed through faith and saved by grace, we might receive the gift of this great deliverance.",Justification,Sola Fide|Sola Gratia|Imputed Righteousness,Reformed,,,Redeemed through faith and saved by grace — not by works.
FC275,Ambrose,c.397,Latin Patristic,Letter 73 to Irenaeus,,"But when the Lord Jesus came, He forgave all men that sin which none could escape, and blotted out the handwriting against us by the shedding of His own Blood. This then is the Apostle's meaning; sin abounded by the Law, but grace abounded by Jesus; for after that the whole world became guilty, He took away the sin of the whole world, as John bore witness, saying: Behold the Lamb of God, which taketh away the sin of the world. Wherefore let no man glory in works, for by his works no man shall be justified, for he that is just hath a free gift, for he is justified by the Bath. It is faith then which delivers by the blood of Christ, for Blessed is the man to whom sin is remitted, and, pardon granted.",Justification,Sola Fide|Imputed Righteousness|Sola Gratia,Reformed,,,No man justified by works; faith delivers by the blood of Christ.
